Type,Word,wiki_cat,dot_obj,RP Class,Sentence,Annotator1,Annotator2,is_consistent
ORG,自由亞洲電台,mass media,organization*information*physical*human,organization,上述災害加上仍在繼續的武漢肺炎疫情， 湖北黃岡居民趙正陽對《<自由亞洲電台>》說，,organization,organization,True
GPE,東京,human-geographic territorial entity,location*organization,location,（中央社<東京>20日綜合外電報導）日本外務大臣茂木敏充今天起出訪東南亞柬埔寨、寮國、,location,location,True
GPE,澳洲,human-geographic territorial entity,location*organization,location,〔即時新聞／綜合報導〕武漢肺炎疫情嚴重衝擊經濟，<澳洲>第二大的航空公司維珍澳洲航,location,location,True
ORG,星巴克,business,producer*product*location,producer,現在可以看到<星巴克>重新營業，而蘋果公司在中國也已全面恢復生產。,producer,producer,True
ORG,華為,business,producer*product*location,producer,周一<華為>出面否認。華為指出，經過調查顯示，這批修補程式並非華為提供的官方版本，,producer,producer,True
WORK_OF_ART,和平獎,award,physical*event*human,physical,來一點都不清純卻總是故做清純中立狀的<和平獎>得主，在信裏熱切地央請歐巴馬，,physical,physical,True
ORG,臺大,university,organization*location*human,organization,我現在反而支持起祇有<臺大>信箱能註冊PTT帳號了 ==,organization,organization,True
GPE,台南,human-geographic territorial entity,location*organization,organization,美金本票，吳仙富自首後全身而退，而台南地檢的起訴和<台南>地院的判決，更是確認了吳,organization,organization,True
ORG,微信,business,producer*product*location,product,而赤峰市的大板鎮則採取強硬措施，大板一中在<微信>發布緊急通知，要求該校學生在13日,product,product,True
ORG,中國人民解放軍,military unit,organization*human,organization,意可能有被強加的成份。中國醫藥公司康希諾與<中國人民解放軍>合作研發的一種疫苗於6,organization,organization,True
GPE,台南市,human-geographic territorial entity,location*organization,location,郭再欽在<台南市>住宅區買的豪宅妳別說你不知道在哪啦,location,location,True
GPE,新北市,human-geographic territorial entity,location*organization,location,爆發糾紛。」 事件發生在21日晚上9點多，<新北市>三重重新路三段與過圳街口，仔細看看,location,location,True
GPE,澳洲,human-geographic territorial entity,location*organization,location,COVID-19）病毒的行為屬刑事罪行；這項原則在全<澳洲>各州和各領地都適用。,location,location,True
GPE,美國,human-geographic territorial entity,location*organization,organization,講這種話真的<美國>撤軍只是剛好而已,organization,organization,True
ORG,民進黨,political party,organization*human,organization,互槓再度引發熱議。對此<民進黨>立委林俊憲認為中國被追究責任就暴怒，「是不是惱羞成,organization,organization,True
PRODUCT,安卓,business,producer*product*location,product,"愛瘋喊新功能結果都是神複製<安卓>,例:擴充插卡儲存",product,product,True
ORG,自由亞洲電台,mass media,organization*information*physical*human,organization,貴州大學經濟學院退休教授楊紹政對<自由亞洲電台>表示，中共政府通過法規將舊車零部件,organization,organization,True
WORK_OF_ART,毛語錄,work of art,information*physical,information,蚵心目中的經典閱讀當然首推光榮城市和<毛語錄>,information,information,True
ORG,清華大學,university,organization*location*human,organization,<清華大學>因有1名外籍博士後研究員染疫確診，導致20門課需採遠距教學或由教授錄影教學,organization,organization,True
PRODUCT,蘋果,business,producer*product*location,producer,至於<蘋果>手機，對許多大陸民眾來說也不只是手機而已，它還有許多手機以外的社會意義,producer,product,False
ORG,德軍,military unit,organization*human,human,當初跟他聊這些的時候我甚至不知道他是<德軍>，,human,human,True
GPE,新北,human-geographic territorial entity,location*organization,organization,<新北>罰百萬的跟中央裁罰基準不符很容易翻案,organization,organization,True
ORG,政大,university,organization*location*human,organization,拔管一役，蔡政府曾經示範可以如何凌虐大學；促轉會到<政大>一逞東廠威風，羞辱大學,organization,organization,True
ORG,塔利班,religious organization,organization*human,organization,美國已經警告，阿富汗政局衝突使美國與塔利班的撤軍協議產生變數。美國和<塔利班>2月29日在卡達首都杜哈(Doha)簽署了歷史性協議，美國將從阿富汗撤軍，以換取塔利班提供安全保障。這項協議將為阿富汗的和平鋪路，如果塔利班遵守協議，美國和盟國將在14個月內，撤離所有在阿富汗的部隊。,organization,organization,True
ORG,北大,university,organization*location*human,organization,有在<北大>看房的鄉民都知道用搶的還不一定夠＝　＝,organization,location,False
ORG,國民黨,political party,organization*human,organization,黃復興是<國民黨>內積分制第一名的,organization,organization,True
WORK_OF_ART,諾貝爾文學獎,award,physical*event*human,event,跟鄉民講一個<諾貝爾文學獎>的故事。,event,event,True
ORG,護家盟,organization,organization*location*human,organization,白痴狗師父 舔同志又怕<護家盟>反彈在那邊造謠,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,論壇會上發表鞏固供應鏈的聯合聲明，<AIT>及外貿協會將強化供應鏈重組及韌性的諮商及,organization,organization,True
ORG,華盛頓郵報,mass media,organization*information*physical*human,information,該報導指出，《<華盛頓郵報>》一篇有關「新冠病毒來自武漢病毒實驗室」的文章漏洞百出，選擇性地引用偏頗的內容，並在毫無證據的狀況下以含沙射影手段進行栽贓。,information,information,True
ORG,大潤發,business,producer*product*location,location,月曆三份，若需要請來信，自取：晚上鳳山<大潤發>或白天九如一路凱爾健身房，若無人來,location,location,True
ORG,師大,university,organization*location*human,human,師大比輔大就知道<師大>比較聰明了,human,human,True
ORG,高鐵,business,producer*product*location,product,<高鐵>這次沒賣自由座還買的到票算你厲害,product,producer,False
LOC,歐洲,human-geographic territorial entity,location*organization,location,捷克真的是少數<歐洲>國家強制戴口罩的,location,organization,False
PRODUCT,TikTok,business,producer*product*location,product,中國和印度發生邊界衝突後關係惡化，印度政府下令禁用<TikTok>和另外58款中國應用程式,product,product,True
ORG,國民黨,political party,organization*human,organization,住況來看，未來國民黨要在總統大選中勝利越來越難。」他認為這就是<國民黨>目前正在面對,organization,organization,True
GPE,烏克蘭,human-geographic territorial entity,location*organization,location,子」（Iron Lady）外號。她報名參加的是在<烏克蘭>黑海畔舉行「敖德薩庫尼亞克超級馬拉,location,location,True
ORG,中國共產黨,political party,organization*human,organization,所以現在是討論共產主義還是<中國共產黨>，差很多內,organization,organization,True
WORK_OF_ART,聯合報,mass media,organization*information*physical*human,information,你上面有一個人直接說<聯合報>也信之類,information,information,True
GPE,南韓,human-geographic territorial entity,location*organization,organization,<南韓>許多偶像歌手和團體因新冠肺炎疫情，工作受到影響，超夯女團TWICE的海外演出只,organization,location,False
ORG,北捷,business,producer*product*location,producer,你現在立刻可以上手啊？<北捷>三年的時間除了營運還可以代為訓練，怕都時間經驗不夠了,producer,producer,True
ORG,星巴克,business,producer*product*location,producer,阿肥覺得目前<星巴克>對路易莎的優勢是氣氛啦,producer,producer,True
GPE,澳門,human-geographic territorial entity,location*organization,X,Humannnnnnnnn：Nmd的<澳門>勸離的湖北人人全湧來珠海了 如果是早兩個星期的不知情的同,organization,?,False
ORG,AIT,organization,organization*location*human,organization,鄭文燦證實<AIT>處長酈英傑曾向他提議中華職棒可改為台灣職棒，把Chinese改成Taiwan。,organization,organization,True
ORG,微軟,business,producer*product*location,producer,因研究，接著於2006年至2017年進入<微軟>工作。雖然微軟是間擁有頂尖人才的大企業，我還,producer,producer,True
